"code","site","site_type","latitude","longitude","variable","Parameter_name","start_date","end_date","zone","agglomeration","provider","pcode","source"
"ZG3","Gravesham Industrial Background","Urban Background",51.444999,0.332033,"NO2","Nitrogen dioxide",1999-01-01,"ongoing","Greater London","Greater London Urban Area","Kent and Medway Air Quality","kent","local"
"ZG3","Gravesham Industrial Background","Urban Background",51.444999,0.332033,"SO2","Sulphur dioxide",1999-01-02,"2003-09-03","Greater London","Greater London Urban Area","Kent and Medway Air Quality","kent","local"
"ZG3","Gravesham Industrial Background","Urban Background",51.444999,0.332033,"PM10","PM10 particulate matter (Hourly measured)",1999-01-02,"ongoing","Greater London","Greater London Urban Area","Kent and Medway Air Quality","kent","local"
"GN0","Greenwich - A206 Burrage Grove","Urban Traffic",51.490532,0.074003,"NO2","Nitrogen dioxide",2004-10-07,"ongoing","Greater London","Greater London Urban Area","Londonair","london","local"
"GN0","Greenwich - A206 Burrage Grove","Urban Traffic",51.490532,0.074003,"PM10","PM10 particulate matter (Hourly measured)",2004-10-07,"ongoing","Greater London","Greater London Urban Area","Londonair","london","local"
"GN0","Greenwich - A206 Burrage Grove","Urban Traffic",51.490532,0.074003,"PM2.5","PM2.5 particulate matter (Hourly measured)",2008-06-24,"ongoing","Greater London","Greater London Urban Area","Londonair","london","local"
"GR7","Greenwich - Blackheath","Urban Traffic",51.472504,-0.012381,"NO2","Nitrogen dioxide",2002-03-08,"ongoing","Greater London","Greater London Urban Area","Londonair","london","local"
"GR7","Greenwich - Blackheath","Urban Traffic",51.472504,-0.012381,"PM10","PM10 particulate matter (Hourly measured)",2002-03-08,"ongoing","Greater London","Greater London Urban Area","Londonair","london","local"
"GB6","Greenwich - Falconwood","Urban Traffic",51.4563,0.085606,"O3","Ozone",2004-09-30,"ongoing","Greater London","Greater London Urban Area","Londonair","london","local"
"GB6","Greenwich - Falconwood","Urban Traffic",51.4563,0.085606,"NO2","Nitrogen dioxide",2000-10-18,"ongoing","Greater London","Greater London Urban Area","Londonair","london","local"
"GB6","Greenwich - Falconwood","Urban Traffic",51.4563,0.085606,"PM10","PM10 particulate matter (Hourly measured)",2000-10-18,"ongoing","Greater London","Greater London Urban Area","Londonair","london","local"
"GB6","Greenwich - Falconwood","Urban Traffic",51.4563,0.085606,"PM2.5","PM2.5 particulate matter (Hourly measured)",2001-02-25,"2015-06-03","Greater London","Greater London Urban Area","Londonair","london","local"
"GB0","Greenwich - Falconwood FDMS","Urban Traffic",51.4563,0.085606,"PM10","PM10 particulate matter (Hourly measured)",2009-03-17,"2015-07-09","Greater London","Greater London Urban Area","Londonair","london","local"
"GB0","Greenwich - Falconwood FDMS","Urban Traffic",51.4563,0.085606,"PM2.5","PM2.5 particulate matter (Hourly measured)",2009-06-20,"ongoing","Greater London","Greater London Urban Area","Londonair","london","local"
"GN4","Greenwich - Fiveways Sidcup Rd A20","Urban Traffic",51.434663,0.064222,"NO2","Nitrogen dioxide",2011-02-22,"ongoing","Greater London","Greater London Urban Area","Londonair","london","local"
"GN4","Greenwich - Fiveways Sidcup Rd A20","Urban Traffic",51.434663,0.064222,"PM10","PM10 particulate matter (Hourly measured)",2011-02-13,"ongoing","Greater London","Greater London Urban Area","Londonair","london","local"
"GN6","Greenwich - John Harrison Way","unknown unknown",51.493775,0.01078,"NO2","Nitrogen dioxide",2018-07-27,"ongoing","Greater London","Greater London Urban Area","Londonair","london","local"
"GN6","Greenwich - John Harrison Way","unknown unknown",51.493775,0.01078,"PM10","PM10 particulate matter (Hourly measured)",2018-07-02,"ongoing","Greater London","Greater London Urban Area","Londonair","london","local"
"GN6","Greenwich - John Harrison Way","unknown unknown",51.493775,0.01078,"PM2.5","PM2.5 particulate matter (Hourly measured)",2018-07-02,"ongoing","Greater London","Greater London Urban Area","Londonair","london","local"
"GN2","Greenwich - Millennium Village","Urban Industrial",51.492571,0.017697,"NO2","Nitrogen dioxide",2004-08-01,"2016-10-20","Greater London","Greater London Urban Area","Londonair","london","local"
"GN2","Greenwich - Millennium Village","Urban Industrial",51.492571,0.017697,"PM10","PM10 particulate matter (Hourly measured)",2004-08-13,"2016-10-20","Greater London","Greater London Urban Area","Londonair","london","local"
"GN2","Greenwich - Millennium Village","Urban Industrial",51.492571,0.017697,"PM2.5","PM2.5 particulate matter (Hourly measured)",2005-01-05,"2016-10-20","Greater London","Greater London Urban Area","Londonair","london","local"
"GN3","Greenwich - Plumstead High Street","Urban Traffic",51.486957,0.095111,"O3","Ozone",2006-01-27,"ongoing","Greater London","Greater London Urban Area","Londonair","london","local"
"GN3","Greenwich - Plumstead High Street","Urban Traffic",51.486957,0.095111,"NO2","Nitrogen dioxide",2006-01-27,"ongoing","Greater London","Greater London Urban Area","Londonair","london","local"
"GN3","Greenwich - Plumstead High Street","Urban Traffic",51.486957,0.095111,"PM10","PM10 particulate matter (Hourly measured)",2006-01-27,"ongoing","Greater London","Greater London Urban Area","Londonair","london","local"
"GN3","Greenwich - Plumstead High Street","Urban Traffic",51.486957,0.095111,"PM2.5","PM2.5 particulate matter (Hourly measured)",2006-03-21,"2017-01-10","Greater London","Greater London Urban Area","Londonair","london","local"
"GR5","Greenwich - Trafalgar Road","Urban Traffic",51.483449,-0.000146,"NO2","Nitrogen dioxide",1999-09-20,"2015-12-02","Greater London","Greater London Urban Area","Londonair","london","local"
"GR5","Greenwich - Trafalgar Road","Urban Traffic",51.483449,-0.000146,"PM10","PM10 particulate matter (Hourly measured)",1996-11-27,"2015-12-02","Greater London","Greater London Urban Area","Londonair","london","local"
"GN5","Greenwich - Trafalgar Road (Hoskins St)","unknown unknown",51.483907,0.000407,"NO2","Nitrogen dioxide",2017-10-17,"ongoing","Greater London","Greater London Urban Area","Londonair","london","local"
"GN5","Greenwich - Trafalgar Road (Hoskins St)","unknown unknown",51.483907,0.000407,"PM10","PM10 particulate matter (Hourly measured)",2017-10-12,"ongoing","Greater London","Greater London Urban Area","Londonair","london","local"
"GR9","Greenwich - Westhorne Avenue","Urban Traffic",51.456357,0.040725,"O3","Ozone",2006-05-26,"ongoing","Greater London","Greater London Urban Area","Londonair","london","local"
"GR9","Greenwich - Westhorne Avenue","Urban Traffic",51.456357,0.040725,"NO2","Nitrogen dioxide",2004-11-16,"ongoing","Greater London","Greater London Urban Area","Londonair","london","local"
"GR9","Greenwich - Westhorne Avenue","Urban Traffic",51.456357,0.040725,"PM10","PM10 particulate matter (Hourly measured)",2004-12-20,"ongoing","Greater London","Greater London Urban Area","Londonair","london","local"
"GR9","Greenwich - Westhorne Avenue","Urban Traffic",51.456357,0.040725,"PM2.5","PM2.5 particulate matter (Hourly measured)",2004-12-20,"ongoing","Greater London","Greater London Urban Area","Londonair","london","local"
"GR8","Greenwich - Woolwich Flyover","Urban Traffic",51.486884,0.017901,"O3","Ozone",2006-05-25,"ongoing","Greater London","Greater London Urban Area","Londonair","london","local"
"GR8","Greenwich - Woolwich Flyover","Urban Traffic",51.486884,0.017901,"NO2","Nitrogen dioxide",2004-07-08,"ongoing","Greater London","Greater London Urban Area","Londonair","london","local"
"GR8","Greenwich - Woolwich Flyover","Urban Traffic",51.486884,0.017901,"PM10","PM10 particulate matter (Hourly measured)",2004-07-08,"ongoing","Greater London","Greater London Urban Area","Londonair","london","local"
"GR8","Greenwich - Woolwich Flyover","Urban Traffic",51.486884,0.017901,"PM2.5","PM2.5 particulate matter (Hourly measured)",2006-05-09,"ongoing","Greater London","Greater London Urban Area","Londonair","london","local"
"HK6","Hackney - Old Street","Urban Traffic",51.526454,-0.08491,"O3","Ozone",2006-05-26,"ongoing","Greater London","Greater London Urban Area","Londonair","london","local"
"HK6","Hackney - Old Street","Urban Traffic",51.526454,-0.08491,"NO2","Nitrogen dioxide",2000-06-01,"ongoing","Greater London","Greater London Urban Area","Londonair","london","local"
"HK6","Hackney - Old Street","Urban Traffic",51.526454,-0.08491,"PM10","PM10 particulate matter (Hourly measured)",2000-06-01,"ongoing","Greater London","Greater London Urban Area","Londonair","london","local"
"HK6","Hackney - Old Street","Urban Traffic",51.526454,-0.08491,"PM2.5","PM2.5 particulate matter (Hourly measured)",2006-05-18,"ongoing","Greater London","Greater London Urban Area","Londonair","london","local"
"HG3","Haringey - Bounds Green","Urban Traffic",51.60595,-0.123441,"NO2","Nitrogen dioxide",1999-06-21,"2001-03-11","Greater London","Greater London Urban Area","Londonair","london","local"
"HG3","Haringey - Bounds Green","Urban Traffic",51.60595,-0.123441,"SO2","Sulphur dioxide",1999-06-21,"2001-03-11","Greater London","Greater London Urban Area","Londonair","london","local"
"HG3","Haringey - Bounds Green","Urban Traffic",51.60595,-0.123441,"PM10","PM10 particulate matter (Hourly measured)",1999-06-24,"2001-03-11","Greater London","Greater London Urban Area","Londonair","london","local"
"HR2","Harrow - Pinner Road","Urban Traffic",51.588417,-0.362989,"NO2","Nitrogen dioxide",2003-06-16,"ongoing","Greater London","Greater London Urban Area","Londonair","london","local"
"HR2","Harrow - Pinner Road","Urban Traffic",51.588417,-0.362989,"PM10","PM10 particulate matter (Hourly measured)",2003-06-16,"ongoing","Greater London","Greater London Urban Area","Londonair","london","local"
"HV2","Havering - Harold Hill","Suburban Background",51.606599,0.22536,"PM10","PM10 particulate matter (Hourly measured)",1998-03-31,"2000-11-12","Greater London","Greater London Urban Area","Londonair","london","local"
"HV1","Havering - Rainham","Urban Traffic",51.520787,0.205461,"NO2","Nitrogen dioxide",1996-01-01,"ongoing","Greater London","Greater London Urban Area","Londonair","london","local"
"HV1","Havering - Rainham","Urban Traffic",51.520787,0.205461,"PM10","PM10 particulate matter (Hourly measured)",2013-05-02,"ongoing","Greater London","Greater London Urban Area","Londonair","london","local"
"HV1","Havering - Rainham","Urban Traffic",51.520787,0.205461,"PM2.5","PM2.5 particulate matter (Hourly measured)",2013-05-02,"ongoing","Greater London","Greater London Urban Area","Londonair","london","local"
"HV3","Havering - Romford","Urban Traffic",51.572976,0.179079,"NO2","Nitrogen dioxide",1998-12-23,"ongoing","Greater London","Greater London Urban Area","Londonair","london","local"
"HV3","Havering - Romford","Urban Traffic",51.572976,0.179079,"SO2","Sulphur dioxide",1998-12-23,"2009-06-11","Greater London","Greater London Urban Area","Londonair","london","local"
"HV3","Havering - Romford","Urban Traffic",51.572976,0.179079,"PM10","PM10 particulate matter (Hourly measured)",1998-12-23,"ongoing","Greater London","Greater London Urban Area","Londonair","london","local"
"LHRBR","Heathrow Bath Road","Urban Traffic",51.481071,-0.442092,"NO2","Nitrogen dioxide",2019-11-19,"ongoing","Greater London","Greater London Urban Area","Heathrow Airwatch","aqengland","local"
"LHRBR","Heathrow Bath Road","Urban Traffic",51.481071,-0.442092,"PM10","PM10 particulate matter (Hourly measured)",2019-11-19,"ongoing","Greater London","Greater London Urban Area","Heathrow Airwatch","aqengland","local"
"LHRBR","Heathrow Bath Road","Urban Traffic",51.481071,-0.442092,"PM2.5","PM2.5 particulate matter (Hourly measured)",2019-11-19,"ongoing","Greater London","Greater London Urban Area","Heathrow Airwatch","aqengland","local"
"T55","Heathrow Green Gates","Suburban Industrial",51.481478,-0.486675,"NO2","Nitrogen dioxide",2001-07-01,"ongoing","Greater London","Greater London Urban Area","Heathrow Airwatch","aqengland","local"
"T55","Heathrow Green Gates","Suburban Industrial",51.481478,-0.486675,"PM10","PM10 particulate matter (Hourly measured)",2001-05-04,"ongoing","Greater London","Greater London Urban Area","Heathrow Airwatch","aqengland","local"
"T55","Heathrow Green Gates","Suburban Industrial",51.481478,-0.486675,"PM2.5","PM2.5 particulate matter (Hourly measured)",2002-04-19,"ongoing","Greater London","Greater London Urban Area","Heathrow Airwatch","aqengland","local"
"LHR2","Heathrow LHR2","Suburban Industrial",51.479167,-0.440556,"NO2","Nitrogen dioxide",1993-01-01,"ongoing","Greater London","Greater London Urban Area","Heathrow Airwatch","aqengland","local"
"LHR2","Heathrow LHR2","Suburban Industrial",51.479167,-0.440556,"PM10","PM10 particulate matter (Hourly measured)",1994-11-16,"ongoing","Greater London","Greater London Urban Area","Heathrow Airwatch","aqengland","local"
"LHR2","Heathrow LHR2","Suburban Industrial",51.479167,-0.440556,"PM2.5","PM2.5 particulate matter (Hourly measured)",2009-12-09,"ongoing","Greater London","Greater London Urban Area","Heathrow Airwatch","aqengland","local"
"T54","Heathrow Oaks Road","Suburban Industrial",51.459444,-0.479444,"NO2","Nitrogen dioxide",2001-07-01,"ongoing","Greater London","Greater London Urban Area","Heathrow Airwatch","aqengland","local"
"T54","Heathrow Oaks Road","Suburban Industrial",51.459444,-0.479444,"PM10","PM10 particulate matter (Hourly measured)",2001-05-04,"ongoing","Greater London","Greater London Urban Area","Heathrow Airwatch","aqengland","local"
"T54","Heathrow Oaks Road","Suburban Industrial",51.459444,-0.479444,"PM2.5","PM2.5 particulate matter (Hourly measured)",2002-04-19,"ongoing","Greater London","Greater London Urban Area","Heathrow Airwatch","aqengland","local"
"HI2","Hillingdon 2 - Hillingdon Hospital","Urban Background",51.52611,-0.45913,"NO2","Nitrogen dioxide",2002-09-25,"2011-09-30","Greater London","Greater London Urban Area","Heathrow Airwatch","aqengland","local"
"HI2","Hillingdon 2 - Hillingdon Hospital","Urban Background",51.52611,-0.45913,"PM10","PM10 particulate matter (Hourly measured)",2002-09-25,"2011-09-30","Greater London","Greater London Urban Area","Heathrow Airwatch","aqengland","local"
"HIL1","Hillingdon Harmondsworth","Urban Background",51.487989,-0.480984,"NO2","Nitrogen dioxide",2007-07-01,"ongoing","Greater London","Greater London Urban Area","Heathrow Airwatch","aqengland","local"
"HIL1","Hillingdon Harmondsworth","Urban Background",51.487989,-0.480984,"PM10","PM10 particulate matter (Hourly measured)",2007-07-01,"ongoing","Greater London","Greater London Urban Area","Heathrow Airwatch","aqengland","local"
"HIL4","Hillingdon Harmondsworth Osiris","Urban Background",51.487534,-0.479451,"PM10","PM10 particulate matter (Hourly measured)",2007-07-01,"ongoing","Greater London","Greater London Urban Area","Heathrow Airwatch","aqengland","local"
"HIL4","Hillingdon Harmondsworth Osiris","Urban Background",51.487534,-0.479451,"PM2.5","PM2.5 particulate matter (Hourly measured)",2007-07-01,"ongoing","Greater London","Greater London Urban Area","Heathrow Airwatch","aqengland","local"
"HIL5","Hillingdon Hayes","Urban Traffic",51.498167,-0.412333,"NO2","Nitrogen dioxide",2008-04-21,"ongoing","Greater London","Greater London Urban Area","Heathrow Airwatch","aqengland","local"
"HIL5","Hillingdon Hayes","Urban Traffic",51.498167,-0.412333,"PM10","PM10 particulate matter (Hourly measured)",2008-04-21,"ongoing","Greater London","Greater London Urban Area","Heathrow Airwatch","aqengland","local"
"HI3","Hillingdon Oxford Avenue","Urban Background",51.48113,-0.42376,"NO2","Nitrogen dioxide",2005-03-07,"ongoing","Greater London","Greater London Urban Area","Heathrow Airwatch","aqengland","local"
"HI3","Hillingdon Oxford Avenue","Urban Background",51.48113,-0.42376,"PM10","PM10 particulate matter (Hourly measured)",2005-03-07,"ongoing","Greater London","Greater London Urban Area","Heathrow Airwatch","aqengland","local"
"SIPS","Hillingdon Sipson","Urban Background",51.484384,-0.455695,"NO2","Nitrogen dioxide",2006-09-08,"ongoing","Greater London","Greater London Urban Area","Heathrow Airwatch","aqengland","local"
"HI1","Hillingdon South Ruislip","Urban Traffic",51.55226,-0.40278,"NO2","Nitrogen dioxide",1999-09-21,"ongoing","Greater London","Greater London Urban Area","Heathrow Airwatch","aqengland","local"
"HI1","Hillingdon South Ruislip","Urban Traffic",51.55226,-0.40278,"PM10","PM10 particulate matter (Hourly measured)",1999-09-21,"ongoing","Greater London","Greater London Urban Area","Heathrow Airwatch","aqengland","local"
"HS010","Hounslow Boston Manor Park","Urban Traffic",51.489863,-0.317505,"NO2","Nitrogen dioxide",2018-11-06,"2020-03-05","Greater London","Greater London Urban Area","Heathrow Airwatch","aqengland","local"
"HS010","Hounslow Boston Manor Park","Urban Traffic",51.489863,-0.317505,"PM10","PM10 particulate matter (Hourly measured)",2018-11-06,"2020-03-05","Greater London","Greater London Urban Area","Heathrow Airwatch","aqengland","local"
"HS5","Hounslow Brentford","Urban Traffic",51.489398,-0.310081,"NO2","Nitrogen dioxide",2003-08-01,"ongoing","Greater London","Greater London Urban Area","Heathrow Airwatch","aqengland","local"
"HS5","Hounslow Brentford","Urban Traffic",51.489398,-0.310081,"CO","Carbon monoxide",2003-08-29,"2007-07-10","Greater London","Greater London Urban Area","Heathrow Airwatch","aqengland","local"
"HS5","Hounslow Brentford","Urban Traffic",51.489398,-0.310081,"PM10","PM10 particulate matter (Hourly measured)",2003-06-02,"ongoing","Greater London","Greater London Urban Area","Heathrow Airwatch","aqengland","local"
"HS5","Hounslow Brentford","Urban Traffic",51.489398,-0.310081,"PM2.5","PM2.5 particulate matter (Hourly measured)",2017-06-13,"ongoing","Greater London","Greater London Urban Area","Heathrow Airwatch","aqengland","local"
"HS4","Hounslow Chiswick","Urban Background",51.492507,-0.257252,"NO2","Nitrogen dioxide",1999-09-23,"ongoing","Greater London","Greater London Urban Area","Heathrow Airwatch","aqengland","local"
"HS4","Hounslow Chiswick","Urban Background",51.492507,-0.257252,"SO2","Sulphur dioxide",1999-08-26,"2009-02-11","Greater London","Greater London Urban Area","Heathrow Airwatch","aqengland","local"
"HS4","Hounslow Chiswick","Urban Background",51.492507,-0.257252,"PM10","PM10 particulate matter (Hourly measured)",1999-08-26,"ongoing","Greater London","Greater London Urban Area","Heathrow Airwatch","aqengland","local"
"HS4","Hounslow Chiswick","Urban Background",51.492507,-0.257252,"PM2.5","PM2.5 particulate matter (Hourly measured)",2017-06-14,"ongoing","Greater London","Greater London Urban Area","Heathrow Airwatch","aqengland","local"
"HS2","Hounslow Cranford","Suburban Background",51.482982,-0.411895,"O3","Ozone",2000-06-03,"ongoing","Greater London","Greater London Urban Area","Heathrow Airwatch","aqengland","local"
"HS2","Hounslow Cranford","Suburban Background",51.482982,-0.411895,"NO2","Nitrogen dioxide",1999-01-02,"ongoing","Greater London","Greater London Urban Area","Heathrow Airwatch","aqengland","local"
"HS2","Hounslow Cranford","Suburban Background",51.482982,-0.411895,"SO2","Sulphur dioxide",2003-01-01,"ongoing","Greater London","Greater London Urban Area","Heathrow Airwatch","aqengland","local"
"HS2","Hounslow Cranford","Suburban Background",51.482982,-0.411895,"PM10","PM10 particulate matter (Hourly measured)",1999-01-02,"ongoing","Greater London","Greater London Urban Area","Heathrow Airwatch","aqengland","local"
"HS9","Hounslow Feltham","Urban Background",51.447388,-0.408733,"NO2","Nitrogen dioxide",2009-08-19,"ongoing","Greater London","Greater London Urban Area","Heathrow Airwatch","aqengland","local"
"HS9","Hounslow Feltham","Urban Background",51.447388,-0.408733,"PM10","PM10 particulate matter (Hourly measured)",2009-08-19,"ongoing","Greater London","Greater London Urban Area","Heathrow Airwatch","aqengland","local"
"HS8","Hounslow Gunnersbury","Urban Traffic",51.500676,-0.284383,"NO2","Nitrogen dioxide",2012-02-09,"ongoing","Greater London","Greater London Urban Area","Heathrow Airwatch","aqengland","local"
"HS8","Hounslow Gunnersbury","Urban Traffic",51.500676,-0.284383,"PM10","PM10 particulate matter (Hourly measured)",2012-02-09,"ongoing","Greater London","Greater London Urban Area","Heathrow Airwatch","aqengland","local"
"HS7","Hounslow Hatton Cross","Urban Background",51.463402,-0.427525,"NO2","Nitrogen dioxide",2006-01-01,"ongoing","Greater London","Greater London Urban Area","Heathrow Airwatch","aqengland","local"
"HS7","Hounslow Hatton Cross","Urban Background",51.463402,-0.427525,"PM10","PM10 particulate matter (Hourly measured)",2006-01-01,"ongoing","Greater London","Greater London Urban Area","Heathrow Airwatch","aqengland","local"
"HS6","Hounslow Heston","Urban Traffic",51.479129,-0.36476,"NO2","Nitrogen dioxide",2006-04-13,"ongoing","Greater London","Greater London Urban Area","Heathrow Airwatch","aqengland","local"
"HS6","Hounslow Heston","Urban Traffic",51.479129,-0.36476,"PM10","PM10 particulate matter (Hourly measured)",2006-04-13,"ongoing","Greater London","Greater London Urban Area","Heathrow Airwatch","aqengland","local"
"IS6","Islington - Arsenal","Urban Background",51.557895,-0.106989,"NO2","Nitrogen dioxide",2007-05-21,"ongoing","Greater London","Greater London Urban Area","Londonair","london","local"
"IS6","Islington - Arsenal","Urban Background",51.557895,-0.106989,"PM10","PM10 particulate matter (Hourly measured)",2007-03-14,"ongoing","Greater London","Greater London Urban Area","Londonair","london","local"
"IS2","Islington - Holloway Road","Urban Traffic",51.555378,-0.116146,"NO2","Nitrogen dioxide",2000-07-12,"ongoing","Greater London","Greater London Urban Area","Londonair","london","local"
"IS2","Islington - Holloway Road","Urban Traffic",51.555378,-0.116146,"CO","Carbon monoxide",2000-07-12,"2014-06-03","Greater London","Greater London Urban Area","Londonair","london","local"
"IS2","Islington - Holloway Road","Urban Traffic",51.555378,-0.116146,"PM10","PM10 particulate matter (Hourly measured)",2000-07-12,"ongoing","Greater London","Greater London Urban Area","Londonair","london","local"
"IS1","Islington - Upper Street","Urban Background",51.5407,-0.10327,"NO2","Nitrogen dioxide",1994-11-01,"2007-03-14","Greater London","Greater London Urban Area","Londonair","london","local"
"IS1","Islington - Upper Street","Urban Background",51.5407,-0.10327,"CO","Carbon monoxide",1994-05-13,"1998-05-10","Greater London","Greater London Urban Area","Londonair","london","local"
"IS1","Islington - Upper Street","Urban Background",51.5407,-0.10327,"PM10","PM10 particulate matter (Hourly measured)",1999-03-18,"2007-03-14","Greater London","Greater London Urban Area","Londonair","london","local"
"KG2","Kensington and Chelsea - Green Screen BG","Urban Background",51.489413,-0.193641,"NO2","Nitrogen dioxide",2013-11-01,"2014-10-14","Greater London","Greater London Urban Area","Londonair","london","local"
"KG1","Kensington and Chelsea - Green Screen RS","Urban Traffic",51.489413,-0.193641,"NO2","Nitrogen dioxide",2014-02-10,"2014-10-14","Greater London","Greater London Urban Area","Londonair","london","local"
"KT2","Kingston - Town Centre","Urban Traffic",51.414431,-0.301707,"NO2","Nitrogen dioxide",1996-04-26,"2000-06-23","Greater London","Greater London Urban Area","Londonair","london","local"
"KT2","Kingston - Town Centre","Urban Traffic",51.414431,-0.301707,"PM10","PM10 particulate matter (Hourly measured)",1996-04-26,"2000-06-23","Greater London","Greater London Urban Area","Londonair","london","local"
"KT5","Kingston Upon Thames - Cromwell Road","unknown unknown",51.412308,-0.296585,"NO2","Nitrogen dioxide",2018-04-05,"ongoing","Greater London","Greater London Urban Area","Londonair","london","local"
"KT5","Kingston Upon Thames - Cromwell Road","unknown unknown",51.412308,-0.296585,"PM10","PM10 particulate matter (Hourly measured)",2018-04-05,"ongoing","Greater London","Greater London Urban Area","Londonair","london","local"
"KT6","Kingston Upon Thames - Kingston Vale","unknown unknown",51.435501,-0.25703,"NO2","Nitrogen dioxide",2018-03-12,"ongoing","Greater London","Greater London Urban Area","Londonair","london","local"
"KT6","Kingston Upon Thames - Kingston Vale","unknown unknown",51.435501,-0.25703,"PM10","PM10 particulate matter (Hourly measured)",2018-03-12,"ongoing","Greater London","Greater London Urban Area","Londonair","london","local"
"KT3","Kingston Upon Thames - Sopwith Way","Urban Traffic",51.413691,-0.302269,"NO2","Nitrogen dioxide",2015-03-10,"2016-07-13","Greater London","Greater London Urban Area","Londonair","london","local"
"KT3","Kingston Upon Thames - Sopwith Way","Urban Traffic",51.413691,-0.302269,"PM10","PM10 particulate matter (Hourly measured)",2015-03-10,"2016-06-24","Greater London","Greater London Urban Area","Londonair","london","local"
"KT4","Kingston Upon Thames - Tolworth Broadway","Urban Traffic",51.379312,-0.281259,"NO2","Nitrogen dioxide",2015-04-17,"ongoing","Greater London","Greater London Urban Area","Londonair","london","local"
"KT4","Kingston Upon Thames - Tolworth Broadway","Urban Traffic",51.379312,-0.281259,"PM10","PM10 particulate matter (Hourly measured)",2015-04-13,"ongoing","Greater London","Greater London Urban Area","Londonair","london","local"
"LB5","Lambeth - Bondway Interchange","Urban Industrial",51.485487,-0.124545,"NO2","Nitrogen dioxide",2005-02-08,"ongoing","Greater London","Greater London Urban Area","Londonair","london","local"
"LB5","Lambeth - Bondway Interchange","Urban Industrial",51.485487,-0.124545,"SO2","Sulphur dioxide",2005-02-08,"ongoing","Greater London","Greater London Urban Area","Londonair","london","local"
"LB5","Lambeth - Bondway Interchange","Urban Industrial",51.485487,-0.124545,"PM10","PM10 particulate matter (Hourly measured)",2005-02-08,"ongoing","Greater London","Greater London Urban Area","Londonair","london","local"
"LB4","Lambeth - Brixton Road","Urban Traffic",51.464114,-0.114581,"NO2","Nitrogen dioxide",2003-12-18,"ongoing","Greater London","Greater London Urban Area","Londonair","london","local"
"LB4","Lambeth - Brixton Road","Urban Traffic",51.464114,-0.114581,"SO2","Sulphur dioxide",2003-12-20,"2014-11-26","Greater London","Greater London Urban Area","Londonair","london","local"
"LB4","Lambeth - Brixton Road","Urban Traffic",51.464114,-0.114581,"PM10","PM10 particulate matter (Hourly measured)",2003-12-20,"ongoing","Greater London","Greater London Urban Area","Londonair","london","local"
"LB1","Lambeth - Christchurch Road","Urban Traffic",51.444249,-0.121731,"NO2","Nitrogen dioxide",2000-09-24,"2010-12-01","Greater London","Greater London Urban Area","Londonair","london","local"
"LB1","Lambeth - Christchurch Road","Urban Traffic",51.444249,-0.121731,"SO2","Sulphur dioxide",2000-09-24,"2010-10-19","Greater London","Greater London Urban Area","Londonair","london","local"
"LB1","Lambeth - Christchurch Road","Urban Traffic",51.444249,-0.121731,"PM10","PM10 particulate matter (Hourly measured)",2000-10-04,"2010-12-01","Greater London","Greater London Urban Area","Londonair","london","local"
"LB3","Lambeth - Loughborough Junct","Urban Background",51.464866,-0.099161,"NO2","Nitrogen dioxide",2001-12-19,"2010-12-20","Greater London","Greater London Urban Area","Londonair","london","local"
"LB3","Lambeth - Loughborough Junct","Urban Background",51.464866,-0.099161,"SO2","Sulphur dioxide",2001-12-19,"2010-12-20","Greater London","Greater London Urban Area","Londonair","london","local"
"LB3","Lambeth - Loughborough Junct","Urban Background",51.464866,-0.099161,"PM10","PM10 particulate matter (Hourly measured)",2001-12-19,"2010-12-20","Greater London","Greater London Urban Area","Londonair","london","local"
"LB6","Lambeth - Streatham Green","Urban Background",51.428213,-0.131869,"NO2","Nitrogen dioxide",2009-09-12,"ongoing","Greater London","Greater London Urban Area","Londonair","london","local"
"LB6","Lambeth - Streatham Green","Urban Background",51.428213,-0.131869,"PM10","PM10 particulate matter (Hourly measured)",2010-01-25,"ongoing","Greater London","Greater London Urban Area","Londonair","london","local"
"LB2","Lambeth - Vauxhall Cross","Urban Traffic",51.484912,-0.125174,"NO2","Nitrogen dioxide",2001-12-19,"2003-07-01","Greater London","Greater London Urban Area","Londonair","london","local"
"LB2","Lambeth - Vauxhall Cross","Urban Traffic",51.484912,-0.125174,"SO2","Sulphur dioxide",2001-12-19,"2003-07-01","Greater London","Greater London Urban Area","Londonair","london","local"
"LB2","Lambeth - Vauxhall Cross","Urban Traffic",51.484912,-0.125174,"PM10","PM10 particulate matter (Hourly measured)",2001-12-19,"2003-07-01","Greater London","Greater London Urban Area","Londonair","london","local"
"LW1","Lewisham - Catford","Urban Background",51.445468,-0.020266,"O3","Ozone",2007-10-01,"2016-10-10","Greater London","Greater London Urban Area","Londonair","london","local"
"LW1","Lewisham - Catford","Urban Background",51.445468,-0.020266,"NO2","Nitrogen dioxide",2007-10-01,"ongoing","Greater London","Greater London Urban Area","Londonair","london","local"
"LW1","Lewisham - Catford","Urban Background",51.445468,-0.020266,"SO2","Sulphur dioxide",2007-10-01,"2016-10-10","Greater London","Greater London Urban Area","Londonair","london","local"
"LW5","Lewisham - Deptford","unknown unknown",51.479531,-0.025261,"NO2","Nitrogen dioxide",2019-11-13,"ongoing","Greater London","Greater London Urban Area","Londonair","london","local"
